in-card__title,nd-figure__content,in-realEstateListCard__priceOnTop,nd-list
"Quadrilocale via Privata Orio Vergani, 20125, Maggiolina, Milano",,€ 840.000,4165m²21
"Loft via Perugino, Cadore, Milano",,€ 355.000,392m²2T
"Palazzo - Edificio via Girolamo Frescobaldi, Città Studi, Milano",,€ 3.000.000,5+570m²3+
"Trilocale via Filippo Corridoni, Palestro, Milano",,€ 1.490.000,3165m²2S - T
"Bilocale piazza Eleonora Duse, Palestro, Milano",,Prezzo su richiesta,270m²1R
"Quadrilocale viale Zara 58, Zara, Milano",,€ 990.000,4190m²210
"Bilocale via Nino Bixio 6, Piave - Tricolore, Milano",,€ 390.000,250m²1T
"Trilocale via Luigi Settembrini, Buenos Aires, Milano",,€ 640.000,3108m²14
"Trilocale viale Monte Nero 10, Porta Romana - Medaglie d'Oro, Milano",,€ 798.000,390m²21
"Quadrilocale piazza della Repubblica, Repubblica, Milano",,€ 1.690.000,4190m²35
"Bilocale viale Ungheria 19, Viale Ungheria - Mecenate, Milano",,€ 178.000,260m²14
"Trilocale via Spalato 4, Isola, Milano",,€ 565.000,395m²13 - 4
"Bilocale via Ruggero Bonghi 12, Pezzotti - Meda, Milano",,€ 295.000,250m²11
"Trilocale via Benedetto Diotti 21, Baggio, Milano",,€ 289.000,3100m²21
"Monolocale via privata Ruggero Ruggeri, 17., Udine, Milano",,€ 164.000,135m²11
"Bilocale via casarsa 9, Bruzzano, Milano",,€ 109.000,234m²15
"Trilocale via Lorenzo Bartolini 25, Ghisolfa - Mac Mahon, Milano",,€ 375.000,3120m²2T
"Quadrilocale via novaro michele 6, Affori, Milano",,€ 450.000,4130m²24
"Bilocale via delle Forze Armate 3, Gambara, Milano",,€ 300.000,250m²13
"Attico via Pietro da Cemmo 1, Ghisolfa - Mac Mahon, Milano",,€ 560.000,3105m²18
"Bilocale via Angelo Scarsellini 17, Affori, Milano",,€ 320.000,270m²15
"Attico via Vincenzo Monti 55, Vincenzo Monti, Milano",,€ 635.000,262m²1
"Bilocale via George Washington, Washington, Milano",,€ 495.000,265m²13
"Bilocale via Castelfidardo 8, Moscova, Milano",,€ 898.000,2102m²12
"Bilocale via Uberto Visconti di Modrone, Palestro, Milano",,€ 389.000,259m²1S
"Bilocale via Spartaco 15, Montenero, Milano",,€ 575.000,278m²12
"Bilocale via Caroncini, 15, Lodi - Brenta, Milano",,€ 190.000,255m²13
"Bilocale via Flumendosa 34, Crescenzago, Milano",,€ 235.000,255m²13
"Bilocale via Bernardino Verro 6, Pezzotti - Meda, Milano",,€ 265.000,263m²11
"Bilocale via Pastrengo 12, Isola, Milano",,€ 470.000,273m²11
"Trilocale via Niccolò Paganini 11, Buenos Aires, Milano",,€ 480.000,375m²11
"Trilocale via Francesco Primaticcio 98, Bande Nere, Milano",,€ 670.000,3136m²2
"Trilocale via Enrico Cosenz 44, Bovisa, Milano",,€ 275.906,363m²11
"Appartamento via Cogne 9, Vialba, Milano",,€ 235.000,5118m²11
"Bilocale via Francesco Reina 15, Plebisciti - Susa, Milano",,€ 350.000,250m²14
"Trilocale via Enrico Cosenz 44, Bovisa, Milano",,€ 356.813,385m²2R
"Bilocale via Vincenzo Magliocco 3, Pezzotti - Meda, Milano",,€ 378.000,275m²11
"Quadrilocale via Michele De Angelis 10, Ca' Granda, Milano",,€ 399.000,4127m²22
"Quadrilocale via Giovanni Livraghi, Precotto, Milano",,€ 585.000,4122m²31
"Trilocale viale Monza 10, Pasteur, Milano",,€ 459.000,365m²11
